ZIP,wildfire_risk_prob
91342,0.293101
91343,0.293101
91344,0.760996
91345,0.293101
91346,0.293101
91350,0.293101
91351,0.293101
91352,0.293101
91353,0.293101
91354,0.293101
91355,0.689049
91356,0.293101
91357,0.293101
91358,0.406678
91359,0.406678
91360,0.798107
91361,0.860335
91362,0.385032
91364,0.732811
91365,0.293101
91367,0.293101
91371,0.293101
91372,0.293101
91376,0.406678
91377,0.798107
91380,0.293101
91381,0.787542
91382,0.293101
91383,0.293101
91384,0.879272
91385,0.293101
91386,0.293101
91387,0.760996
91390,0.920338
91392,0.293101
91393,0.293101
91394,0.293101
91395,0.293101
91396,0.293101
91401,0.293101
91402,0.293101
91403,0.293101
91404,0.293101
91405,0.293101
91406,0.293101
91407,0.293101
91408,0.293101
91409,0.293101
91410,0.293101
91411,0.293101
91412,0.293101
91413,0.293101
91416,0.293101
91423,0.293101
91426,0.293101
91436,0.293101
91470,0.293101
91482,0.293101
91495,0.293101
91496,0.293101
91499,0.293101
91501,0.293101
91502,0.293101
91503,0.293101
91504,0.293101
91505,0.293101
91506,0.293101
91507,0.293101
91508,0.293101
91510,0.293101
91521,0.293101
91522,0.293101
91523,0.293101
91526,0.293101
91601,0.293101
91602,0.293101
91603,0.293101
91604,0.293101
91605,0.293101
91606,0.293101
91607,0.293101
91608,0.293101
91609,0.293101
91610,0.275962
91611,0.293101
91612,0.293101
91614,0.293101
91615,0.293101
91616,0.293101
91617,0.293101
91618,0.293101
91701,0.510164
91702,0.275962
91706,0.275962
91708,0.510164
91709,0.716004
91710,0.510164
91711,0.510164
91714,0.275962
91715,0.275962
91716,0.275962
91722,0.275962
91723,0.275962
91724,0.275962
91729,0.510164
91730,0.510164
91731,0.275962
91732,0.275962
91733,0.275962
91734,0.275962
91735,0.275962
91737,0.510164
91739,0.510164
91740,0.275962
91741,0.290246
91743,0.510164
91744,0.275962
91745,0.798404
91746,0.275962
91747,0.275962
91748,0.746871
91749,0.275962
91750,0.275962
91752,0.510164
91754,0.275962
91755,0.275962
91756,0.293101
91758,0.510164
91759,0.875084
91761,0.510164
91762,0.510164
91763,0.510164
91764,0.510164
91765,0.290246
91766,0.275962
91767,0.275962
91768,0.275962
91769,0.275962
91770,0.275962
91771,0.293101
91772,0.293101
91773,0.703583
91775,0.293101
91776,0.293101
91778,0.293101
91780,0.293101
91784,0.510164
91785,0.510164
91786,0.510164
91788,0.275962
91789,0.275962
91790,0.275962
91791,0.275962
91792,0.275962
91793,0.275962
91801,0.293101
91802,0.293101
91803,0.293101
91804,0.293101
91896,0.293101
91899,0.293101
91901,0.841256
91902,0.220709
91903,0.381808
91905,0.749012
91906,0.636678
91908,0.216545
91909,0.216545
91910,0.216545
91911,0.216545
91912,0.216545
91913,0.216545
91914,0.699995
91915,0.216545
91916,0.842388
91917,0.812493
91921,0.216545
91931,0.381808
91932,0.216545
91933,0.216545
91934,0.279858
91935,0.646432
91941,0.216545
91942,0.381808
91943,0.216545
91944,0.216545
91945,0.216545
91946,0.216545
91948,0.381808
91950,0.216545
91951,0.216545
91962,0.381808
91963,0.216545
91976,0.216545
91977,0.216545
91978,0.206113
91979,0.216545
91980,0.216545
91987,0.216545
92003,0.381808
92004,0.279858
92007,0.381808
92008,0.381808
92009,0.381808
92010,0.381808
92011,0.381808
92013,0.381808
92014,0.381808
92018,0.381808
92019,0.93924
92020,0.381808
92021,0.381808
92022,0.381808
92023,0.381808
92024,0.381808
92025,0.381808
92026,0.381808
92027,0.396824
92028,0.891064
92029,0.381808
92030,0.381808
92033,0.381808
92036,0.417845
92037,0.381808
92038,0.381808
92039,0.381808
92040,0.82587
92046,0.381808
92049,0.381808
92051,0.381808
92052,0.381808
92054,0.381808
92055,0.79142
92056,0.381808
92057,0.381808
92058,0.803359
92059,0.780801
92060,0.381808
92061,0.880819
92064,0.381808
92065,0.883752
92066,0.381808
92067,0.381808
92068,0.381808
92069,0.381808
92070,0.84219
92071,0.381808
92072,0.381808
92074,0.381808
92075,0.381808
92078,0.381808
92079,0.381808
92081,0.381808
92082,0.834768
92083,0.381808
92084,0.381808
92085,0.381808
92086,0.920105
92088,0.381808
92091,0.381808
92092,0.381808
92093,0.381808
92096,0.381808
92101,0.216545
92102,0.216545
92103,0.216545
92104,0.216545
92105,0.216545
92106,0.216545
92107,0.216545
92108,0.216545
92109,0.216545
92110,0.216545
92111,0.216545
92112,0.216545
92113,0.216545
92114,0.216545
92115,0.216545
92116,0.216545
92117,0.381808
92118,0.216545
92119,0.381808
92120,0.381808
92121,0.381808
92122,0.381808
92123,0.381808
92124,0.381808
92126,0.381808
92127,0.381808
92128,0.381808
92129,0.381808
92130,0.381808
92131,0.381808
92132,0.216545
92134,0.216545
92135,0.216545
92136,0.216545
92137,0.381808
92138,0.216545
92139,0.216545
92140,0.216545
92142,0.216545
92143,0.381808
92145,0.381808
92147,0.216545
92149,0.216545
92150,0.216545
92152,0.216545
92153,0.216545
92154,0.819168
92155,0.216545
92158,0.216545
92159,0.216545
92160,0.216545
92161,0.381808
92163,0.216545
92165,0.216545
92166,0.216545
92167,0.216545
92168,0.216545
92169,0.216545
92170,0.216545
92171,0.216545
92172,0.216545
92173,0.216545
92174,0.216545
92175,0.216545
92176,0.216545
92177,0.216545
92178,0.216545
92179,0.216545
92182,0.216545
92186,0.216545
92187,0.216545
92190,0.216545
92191,0.216545
92192,0.216545
92193,0.216545
92195,0.216545
92196,0.216545
92197,0.216545
92198,0.216545
92199,0.216545
92201,0.279763
92202,0.279763
92203,0.279763
92210,0.279763
92211,0.279763
92220,0.898078
92222,0.279858
92223,0.510164
92225,0.157841
92226,0.279858
92227,0.749012
92230,0.510164
92231,0.249953
92232,0.279858
92233,0.279858
92234,0.279763
92235,0.279763
92236,0.279763
92239,0.279763
92240,0.279763
92241,0.279763
92242,0.157841
92243,0.279858
92244,0.279858
92247,0.279763
92248,0.279763
92249,0.279858
92250,0.306697
92251,0.279858
92252,0.279763
92253,0.279763
92254,0.748923
92255,0.279763
92256,0.279763
92257,0.264284
92258,0.279763
92259,0.775302
92260,0.279763
92261,0.279763
92262,0.80015
92263,0.510164
92264,0.750435
92266,0.279858
92267,0.553526
92268,0.279763
92270,0.279763
92273,0.279858
92274,0.69138
92275,0.279858
92276,0.279763
92277,0.279763
92278,0.279763
92280,0.157841
92281,0.279858
92282,0.902412
92283,0.279858
92284,0.279763
92285,0.279763
92286,0.279763
92301,0.545306
92304,0.279763
92305,0.510164
92307,0.963492
92308,0.510164
92309,0.423911
92310,0.423911
92311,0.423911
92312,0.423911
92313,0.510164
92314,0.510164
92315,0.510164
92316,0.510164
92317,0.510164
92318,0.510164
92320,0.888863
92321,0.510164
92322,0.510164
92323,0.157841
92324,0.510164
92325,0.510164
92327,0.423911
92328,0.471303
92329,0.522666
92331,0.510164
92332,0.757437
92333,0.510164
92334,0.510164
92335,0.510164
92336,0.873245
92337,0.510164
92338,0.279763
92339,0.889656
92340,0.510164
92341,0.510164
92342,0.545306
92344,0.527651
92345,0.510164
92346,0.951214
92347,0.423911
92350,0.510164
92352,0.510164
92354,0.510164
92356,0.873245
92357,0.510164
92358,0.548463
92359,0.902412
92363,0.157841
92364,0.741298
92365,0.423911
92366,0.217525
92368,0.545306
92369,0.510164
92371,0.522666
92372,0.522666
92373,0.873245
92374,0.510164
92375,0.510164
92376,0.510164
92377,0.510164
92378,0.510164
92382,0.889656
92384,0.471303
92385,0.510164
92386,0.510164
92389,0.421217
92391,0.510164
92392,0.522666
92393,0.545306
92394,0.545306
92395,0.510164
92397,0.522666
92398,0.423911
92399,0.510164
92401,0.510164
92402,0.510164
92403,0.510164
92404,0.884827
92405,0.510164
92406,0.510164
92407,0.978863
92408,0.510164
92410,0.510164
92411,0.510164
92413,0.510164
92415,0.510164
92418,0.510164
92423,0.510164
92427,0.510164
92501,0.510164
92502,0.510164
92503,0.873245
92504,0.510164
92505,0.510164
92506,0.510164
92507,0.510164
92508,0.510164
92509,0.925721
92513,0.510164
92514,0.510164
92515,0.510164
92516,0.510164
92517,0.510164
92518,0.510164
92519,0.510164
92521,0.510164
92522,0.510164
92530,0.873245
92531,0.510164
92532,0.510164
92536,0.510164
92539,0.969115
92543,0.527651
92544,0.916217
92545,0.510164
92546,0.510164
92548,0.510164
92549,0.844326
92551,0.510164
92552,0.510164
92553,0.510164
92554,0.510164
92555,0.914787
92556,0.510164
92557,0.510164
92561,0.865639
92562,0.903172
92563,0.510164
92564,0.510164
92567,0.510164
92570,0.888863
92571,0.510164
92572,0.510164
92581,0.510164
92582,0.888863
92583,0.889656
92584,0.510164
92585,0.510164
92586,0.510164
92587,0.510164
92589,0.510164
92590,0.510164
92591,0.510164
92592,0.510164
92593,0.510164
92595,0.510164
92596,0.85728
92599,0.510164
92602,0.746871
92603,0.29727
92604,0.275962
92605,0.275962
92606,0.275962
92607,0.275962
92609,0.275962
92610,0.510164
92612,0.745345
92614,0.275962
92615,0.275962
92616,0.275962
92617,0.275962
92618,0.296054
92619,0.275962
92620,0.275962
92623,0.275962
92624,0.275962
92625,0.275962
92626,0.275962
92627,0.687324
92628,0.275962
92629,0.275962
92630,0.720091
92637,0.275962
92646,0.275962
92647,0.275962
92648,0.275962
92649,0.275962
92650,0.275962
92651,0.757791
92652,0.275962
92653,0.750669
92654,0.275962
92655,0.275962
92656,0.720091
92657,0.275962
92658,0.275962
92659,0.275962
92660,0.275962
92661,0.275962
92662,0.275962
92663,0.275962
92672,0.891622
92673,0.888863
92674,0.510164
92675,0.746871
92676,0.979559
92677,0.275962
92678,0.875463
92679,0.889656
92683,0.275962
92684,0.275962
92685,0.275962
92688,0.510164
92690,0.510164
92691,0.510164
92692,0.510164
92693,0.275962
92694,0.549127
92697,0.275962
92698,0.275962
92701,0.275962
92702,0.275962
92703,0.275962
92704,0.275962
92705,0.275962
92706,0.275962
92707,0.275962
92708,0.275962
92711,0.275962
92712,0.275962
92728,0.275962
92735,0.275962
92780,0.275962
92781,0.275962
92782,0.275962
92799,0.275962
92801,0.275962
92802,0.275962
92803,0.275962
92804,0.275962
92805,0.275962
92806,0.275962
92807,0.275962
92808,0.275962
92809,0.275962
92811,0.275962
92812,0.275962
92814,0.275962
92815,0.275962
92816,0.275962
92817,0.275962
92821,0.278839
92822,0.275962
92823,0.275962
92825,0.275962
92831,0.275962
92832,0.275962
92833,0.275962
92834,0.275962
92835,0.275962
92836,0.275962
92837,0.275962
92838,0.275962
92840,0.275962
92841,0.275962
92842,0.275962
92843,0.275962
92844,0.275962
92845,0.275962
92846,0.275962
92850,0.275962
92856,0.275962
92857,0.275962
92859,0.275962
92860,0.510164
92861,0.275962
92862,0.275962
92863,0.275962
92864,0.275962
92865,0.275962
92866,0.275962
92867,0.716004
92868,0.275962
92869,0.284459
92870,0.275962
92871,0.275962
92877,0.510164
92878,0.510164
92879,0.510164
92880,0.889656
92881,0.904175
92882,0.510164
92883,0.85728
92885,0.275962
92886,0.275962
92887,0.720091
92899,0.275962
93001,0.957671
93002,0.406678
93003,0.841424
93004,0.798107
93005,0.406678
93006,0.406678
93007,0.406678
93009,0.406678
93010,0.406678
93011,0.406678
93012,0.841424
93013,0.4279
93014,0.4279
93015,0.938274
93016,0.406678
93020,0.406678
93021,0.809251
93022,0.406678
93023,0.915798
93024,0.406678
93030,0.798107
93031,0.406678
93032,0.406678
93033,0.406678
93034,0.406678
93035,0.798107
93036,0.875578
93040,0.901394
93041,0.844099
93042,0.406678
93043,0.406678
93044,0.406678
93060,0.933839
93061,0.406678
93062,0.406678
93063,0.924918
93064,0.293101
93065,0.90491
93066,0.878184
93067,0.4279
93094,0.406678
93099,0.406678
93101,0.4279
93102,0.4279
93103,0.4279
93105,0.855038
93106,0.4279
93107,0.4279
93108,0.4279
93109,0.4279
93110,0.831861
93111,0.4279
93116,0.4279
93117,0.902975
93118,0.4279
93120,0.4279
93121,0.4279
93130,0.4279
93140,0.4279
93150,0.4279
93160,0.4279
93190,0.4279
93199,0.4279
93201,0.314439
93202,0.533673
93203,0.811774
93204,0.931947
93205,0.725671
93206,0.314439
93207,0.314439
93208,0.314439
93210,0.999463
93212,0.533673
93215,0.778866
93216,0.314439
93218,0.314439
93219,0.802531
93220,0.752102
93221,0.533673
93222,0.785402
93223,0.533673
93224,0.314439
93225,0.397332
93226,0.314439
93227,0.533673
93230,0.533673
93232,0.533673
93234,0.533673
93235,0.307938
93237,0.307938
93238,0.752102
93239,0.932456
93240,0.879838
93241,0.314439
93242,0.533673
93243,0.969979
93244,0.307938
93245,0.533673
93246,0.533673
93247,0.533673
93249,0.909165
93250,0.752102
93251,0.314439
93252,0.945579
93254,0.886782
93255,0.866259
93256,0.314439
93257,0.839997
93258,0.314439
93260,0.314439
93261,0.314439
93262,0.966396
93263,0.314439
93265,0.88835
93266,0.533673
93267,0.314439
93268,0.346077
93270,0.314439
93271,0.746404
93272,0.533673
93274,0.533673
93275,0.533673
93276,0.314439
93277,0.533673
93278,0.533673
93279,0.533673
93280,0.78025
93282,0.533673
93283,0.76494
93285,0.780971
93286,0.307938
93287,0.314439
93290,0.533673
93291,0.533673
93292,0.533673
93301,0.339317
93302,0.314439
93303,0.314439
93304,0.314439
93305,0.314439
93306,0.854292
93307,0.314439
93308,0.868545
93309,0.314439
93311,0.746871
93312,0.314439
93313,0.314439
93314,0.314439
93380,0.314439
93383,0.314439
93384,0.314439
93385,0.314439
93386,0.314439
93387,0.314439
93388,0.314439
93389,0.314439
93390,0.314439
93401,0.946787
93402,0.502926
93403,0.502926
93405,0.950806
93406,0.502926
93407,0.502926
93408,0.502926
93409,0.502926
93410,0.870006
93412,0.502926
93420,0.951423
93421,0.502926
93422,0.502926
93423,0.502926
93424,0.502926
93426,0.995643
93427,0.892895
93428,0.870006
93429,0.502926
93430,0.913143
93432,0.916561
93433,0.502926
93434,0.502926
93435,0.502926
93436,0.9404
93437,0.481227
93438,0.481227
93440,0.8537
93441,0.4279
93442,0.870006
93443,0.502926
93444,0.923418
93445,0.502926
93446,0.999165
93447,0.533673
93448,0.502926
93449,0.886782
93450,0.975604
93451,0.944716
93452,0.502926
93453,0.999986
93454,0.971562
93455,0.899832
93456,0.502926
93457,0.502926
93458,0.502926
93460,0.905347
93461,0.999039
93463,0.909456
93464,0.4279
93465,0.972951
93475,0.502926
93483,0.502926
93501,0.903001
93502,0.545306
93504,0.545306
93505,0.545306
93510,0.879479
93512,0.784514
93513,0.972104
93514,0.963372
93515,0.784514
93516,0.545306
93517,0.965734
93518,0.871128
93519,0.545306
93522,0.784514
93523,0.545306
93524,0.545306
93526,0.784514
93527,0.545306
93528,0.545306
93529,0.784514
93530,0.784514
93531,0.752102
93532,0.785402
93534,0.522666
93535,0.522666
93536,0.970325
93539,0.522666
93541,0.960131
93542,0.545306
93543,0.893713
93544,0.537964
93545,0.966301
93546,0.970574
93549,0.808557
93550,0.878684
93551,0.894476
93552,0.522666
93553,0.522666
93554,0.545306
93555,0.545306
93556,0.545306
93558,0.545306
93560,0.522666
93561,0.925052
93562,0.423911
93563,0.876049
93581,0.356206
93584,0.522666
93586,0.522666
93590,0.522666
93591,0.522666
93592,0.423911
93596,0.545306
93599,0.522666
93601,0.307938
93602,0.744008
93603,0.779396
93604,0.307938
93605,0.719592
93606,0.307938
93607,0.307938
93608,0.533673
93609,0.533673
93610,0.307938
93611,0.307938
93612,0.307938
93613,0.307938
93614,0.307938
93615,0.307938
93616,0.307938
93618,0.307938
93619,0.795965
93620,0.307938
93621,0.746404
93622,0.799955
93623,0.307938
93624,0.533673
93625,0.307938
93626,0.744008
93627,0.533673
93628,0.307938
93630,0.307938
93631,0.307938
93633,0.307938
93634,0.892046
93635,0.848781
93636,0.307938
93637,0.307938
93638,0.307938
93639,0.307938
93640,0.533673
93641,0.746404
93642,0.784514
93643,0.739608
93644,0.719592
93645,0.307938
93646,0.307938
93647,0.746404
93648,0.307938
93649,0.307938
93650,0.307938
93651,0.773598
93652,0.307938
93653,0.779629
93654,0.86098
93656,0.533673
93657,0.935225
93660,0.533673
93661,0.307938
93662,0.307938
93664,0.307938
93665,0.307938
93666,0.307938
93667,0.844017
93668,0.533673
93669,0.307938
93670,0.307938
93673,0.307938
93675,0.900018
93701,0.307938
93702,0.307938
93703,0.307938
93704,0.307938
93705,0.307938
93706,0.307938
93707,0.307938
93708,0.307938
93709,0.307938
93710,0.307938
93711,0.307938
93712,0.307938
93714,0.307938
93715,0.307938
93716,0.307938
93717,0.307938
93718,0.307938
93720,0.307938
93721,0.307938
93722,0.307938
93723,0.307938
93724,0.307938
93725,0.307938
93726,0.307938
93727,0.307938
93728,0.307938
93729,0.307938
93730,0.307938
93737,0.307938
93740,0.307938
93741,0.307938
93744,0.307938
93745,0.307938
93747,0.307938
93750,0.307938
93755,0.307938
93760,0.307938
93761,0.307938
93764,0.307938
93765,0.307938
93771,0.307938
93772,0.307938
93773,0.307938
93774,0.307938
93775,0.307938
93776,0.307938
93777,0.307938
93778,0.307938
93779,0.307938
93786,0.307938
93790,0.307938
93791,0.307938
93792,0.307938
93793,0.307938
93794,0.307938
93844,0.307938
93888,0.307938
93901,0.422274
93902,0.422274
93905,0.422274
93906,0.422274
93907,0.849812
93908,0.889092
93912,0.422274
93915,0.422274
93920,0.910012
93921,0.407207
93922,0.407207
93923,0.407207
93924,0.866483
93925,0.422274
93926,0.828617
93927,0.422274
93928,0.828617
93930,0.944753
93932,0.882822
93933,0.407207
93940,0.407207
93942,0.407207
93943,0.407207
93944,0.407207
93950,0.407207
93953,0.407207
93954,0.422274
93955,0.407207
93960,0.83883
93962,0.422274
94002,0.278913
94005,0.748129
94010,0.278913
94011,0.278913
94014,0.718987
94015,0.278913
94016,0.278913
94017,0.278913
94018,0.278913
94019,0.278913
94020,0.278913
94021,0.284831
94022,0.34606
94023,0.34606
94024,0.34606
94025,0.34606
94026,0.278913
94027,0.278913
94028,0.278913
94030,0.278913
94035,0.34606
94037,0.278913
94038,0.278913
94039,0.34606
94040,0.34606
94041,0.34606
94042,0.34606
94043,0.34606
94044,0.278913
94060,0.748129
94061,0.278913
94062,0.278913
94063,0.278913
94064,0.278913
94065,0.278913
94066,0.278913
94070,0.278913
94074,0.278913
94080,0.278913
94083,0.278913
94085,0.34606
94086,0.34606
94087,0.34606
94088,0.34606
94089,0.34606
94102,0.322735
94103,0.322735
94104,0.322735
94105,0.322735
94107,0.322735
94108,0.322735
94109,0.322735
94110,0.278913
94111,0.322735
94112,0.278913
94114,0.278913
94115,0.322735
94116,0.278913
94117,0.278913
94118,0.278913
94119,0.322735
94120,0.322735
94121,0.278913
94122,0.278913
94123,0.322735
94124,0.278913
94125,0.322735
94126,0.322735
94127,0.278913
94128,0.278913
94129,0.278913
94130,0.322735
94131,0.278913
94132,0.278913
94133,0.322735
94134,0.278913
94137,0.322735
94139,0.322735
94140,0.322735
94141,0.322735
94142,0.322735
94143,0.278913
94144,0.322735
94145,0.322735
94146,0.322735
94147,0.322735
94151,0.322735
94158,0.322735
94159,0.322735
94160,0.322735
94161,0.322735
94163,0.322735
94164,0.322735
94172,0.322735
94177,0.322735
94188,0.322735
94203,0.417442
94204,0.417442
94205,0.417442
94206,0.417442
94207,0.417442
94208,0.417442
94209,0.417442
94211,0.417442
94229,0.417442
94230,0.417442
94232,0.417442
94234,0.417442
94235,0.417442
94236,0.417442
94237,0.417442
94239,0.417442
94240,0.417442
94244,0.417442
94245,0.417442
94247,0.417442
94248,0.417442
94249,0.417442
94250,0.417442
94252,0.417442
94254,0.417442
94256,0.417442
94257,0.417442
94258,0.417442
94259,0.417442
94261,0.417442
94262,0.417442
94263,0.417442
94267,0.417442
94268,0.417442
94269,0.417442
94271,0.417442
94273,0.417442
94274,0.417442
94277,0.417442
94278,0.417442
94279,0.417442
94280,0.417442
94282,0.417442
94283,0.417442
94284,0.417442
94285,0.417442
94286,0.417442
94287,0.417442
94288,0.417442
94289,0.417442
94290,0.417442
94291,0.417442
94293,0.417442
94294,0.417442
94295,0.417442
94296,0.417442
94297,0.417442
94298,0.417442
94299,0.417442
94301,0.34606
94302,0.34606
94303,0.34606
94304,0.34606
94305,0.34606
94306,0.34606
94309,0.34606
94401,0.278913
94402,0.278913
94403,0.278913
94404,0.278913
94497,0.278913
94501,0.322735
94502,0.322735
94503,0.934098
94505,0.476746
94506,0.34606
94507,0.34606
94508,0.881427
94509,0.500302
94510,0.872053
94511,0.500302
94512,0.500302
94513,0.874948
94514,0.476746
94515,0.881427
94516,0.322735
94517,0.881107
94518,0.322735
94519,0.500302
94520,0.500302
94521,0.500302
94522,0.500302
94523,0.322735
94524,0.500302
94525,0.500302
94526,0.34606
94527,0.500302
94528,0.34606
94529,0.500302
94530,0.322735
94531,0.500302
94533,0.852385
94534,0.878795
94535,0.500302
94536,0.34606
94537,0.34606
94538,0.34606
94539,0.34606
94540,0.34606
94541,0.34606
94542,0.34606
94543,0.34606
94544,0.34606
94545,0.34606
94546,0.34606
94547,0.322735
94548,0.476746
94549,0.322735
94550,0.803793
94551,0.36032
94552,0.34606
94553,0.322735
94555,0.34606
94556,0.322735
94557,0.34606
94558,0.984265
94559,0.868814
94560,0.34606
94561,0.500302
94562,0.529145
94563,0.322735
94564,0.322735
94565,0.544073
94566,0.34606
94567,0.908908
94568,0.34606
94569,0.500302
94570,0.34606
94571,0.500302
94572,0.322735
94573,0.529145
94574,0.910434
94575,0.34606
94576,0.529145
94577,0.322735
94578,0.34606
94579,0.34606
94580,0.34606
94581,0.500302
94582,0.34606
94583,0.34606
94585,0.500302
94586,0.34606
94587,0.34606
94588,0.34606
94589,0.500302
94590,0.500302
94591,0.500302
94592,0.500302
94595,0.322735
94596,0.322735
94597,0.322735
94598,0.322735
94599,0.529145
94601,0.322735
94602,0.322735
94603,0.322735
94604,0.322735
94605,0.322735
94606,0.322735
94607,0.322735
94608,0.322735
94609,0.322735
94610,0.322735
94611,0.322735
